course_name,course_organization,course_price,course_status
高一化学必修二非课改寒春联报【寒假预习春季拔高班】,张梅氢松化学,¥3962.22,课程2
【齐论跨境/专注跨境培训】亚马逊VIP学习卡（一年）,齐论跨境学院,¥8977.22,共1节
UG12.0模具设计-分型面魔鬼训练营,云艺帆教育,¥7.72,共11节
人教版初中英语七年级上下册（精讲+配套练习+音标）,金伟博教育,¥5666.22,课程5
新高一数学衔接班 sugar 王梦抒,晨露课堂,¥7.72,进度：6/6节
【VIP】CG插画日韩风入门课（头像）板绘/上色技巧/半厚涂,润木艺术,¥5576.22,随到随学
PHP-Git零基础完全解读指南【六星教育】,六星教育,¥5.22,共5节
ArcGIS之数字高程模型（DEM）分析下篇视频课程,GIS思维,¥97.22,共19节
【齐论】Shopee虾皮VIP学习卡（一年）,齐论跨境学院,¥8977.22,共1节
【摄影】风光摄影高手之路/钱志宏/录播/中艺,中艺影像,¥77.22,共20节
软件测试—自动化全栈高薪课程【动脑学院】,动脑学院,¥1362.22,进度：37/37节
次世代游戏模型阶段,云普集游戏动漫学院,¥1662.22,课程2
【摄影】花卉摄影技法及荷花摄影/田红/摄影录播/中艺,中艺影像,¥17.22,共14节
2020年中级会计师职称考试【中级会计经济法-精讲班】 名师授课,瑞云学堂,¥376.22,共23节
工装方案设计（平面、立面构思、CAD、3D公装）VIP课,佲嘉设计教育,¥3862.22,开设2个班级
【精讲班】2020初级会计经济法基础-丹丹老师,菜子学院,¥376.22,共6节
Linux云计算+Python运维开发+Web渗透+持续集成+Docker+K8S,扣丁学堂,¥4362.22,共106节
2020涉税服务实务+税法（2）,菜子学院,¥5712.22,课程10
高级UI ——自定义ViewGroup与 UI性能优化,享学课堂,¥577.22,进度：3/3节
新概念12册+口语合集4,金伟博教育,¥9666.22,课程3
高中数学必修与选修大合集【共179讲】（同步新课或预习之用）,数学微课帮,,共29节
山本教育素云VIP第九期恋爱技巧-甜蜜恋人班,山本教育,¥5976.22,共4节
19年国考刷题10连报,尚政公考,¥5762.22,课程11
Git入门教程/咕泡学院【报名即赠送周边大号鼠标垫400*900】,咕泡教育,¥577.22,共16节
理科一轮五科：无物理,蜜蜂优课,¥9077.22,课程6
【恩维客教育】VIP室内设计效果图表现3DMAX空间表现班,恩维客教育,¥5762.22,开设6个班级
2020国考申论专项-理论构筑【尚政公考】,尚政公考,¥5222.22,进度：10/10节
【双12定制】实操礼包,菜子学院,¥55.22,课程4
野马学院【色彩搭配】VIP高级实战课程,野马设计学院,¥5062.22,开设4个班级
新概念12册+口语合集3,金伟博教育,¥8666.22,课程3
2020高考物理年卡SVIP,楠叔物理,¥3677.22,课程15
基础法则进阶班,品格设计课堂,¥977.22,共12节
【VIP-2年】付款链接 快速入门 教你打造高盈利店铺【齐论教育】,齐论教育,¥4576.22,共4节
亚马逊联盟VIP套课,百聚汇商学院,¥9762.22,课程2
Rhino+GH合集打包,Rhino3D（犀牛）原厂中国/Shaper3d,¥412.22,课程2
摄影后期全能班-设计精选必学【腾讯课堂认证机构】,涵品教育,¥3662.22,进度：1/7节
2020高考化学全年一二三轮联报,蜜蜂优课,¥8762.22,课程8
寒假算量特训班-三层综合办公楼 【启程学院】,启程学院,¥177.22,开设2个班级
【VIP-2年】付款链接 推广规划的战略布局【齐论】,齐论京东学院,¥4976.22,共3节
摄影后期风光班,嗨森课堂,¥8162.22,进度：3/6节
私人财富管理工具之家族信托、协议、遗嘱,欧亚法苑（北京）文化传播有限公司,¥576.22,共13节
阿海角色创作班套餐课,大触来了,¥3577.22,课程2
【VIP】板绘日漫插画【合尚教育】,合尚教育,¥8892.22,2020-3-3开讲
Office 应用大师班SVIP视频教程_已经更新20000分钟【朱仕平】,朱仕平,¥5666.22,共102节
新概念英语一二册合集,金伟博教育,¥5566.22,课程5
2019美工+C4D进阶营⑦,智源教育学院,¥8077.22,课程2
ASP.NET-MVC网站开发【实战与技能详解】,喜科堂互联教育,¥386.22,共19节
上色系统课课程15期,邓梦菲,¥3222.22,共9节
2020税务师三科联报D,菜子学院,¥3702.22,课程16
Java权威零基础入门-精品demo案例【渡一教育】,渡一教育,¥777.22,共13节
2019年中级会计实务精讲班,菜子学院,¥976.22,共23节
千代手绳系统教学课程 中级提高班,千代,¥8076.22,共147节
前端权威0基础入门 + Web百大项目案例,渡一教育,,共10节
【北京峰源】注册结构专业考试【导学班】2020年,峰源教育,¥377.22,共24节
高等数学 (下),徐小湛,¥09.22,共109节
【火焱社】淘宝运营之简单粗暴直通车轮回新玩法,大娃火焱社,¥77.22,共2节
C4D特训营/C4D进阶直播课/美工/平面/电商/UI/影视后期必修课,知行一教育,¥3862.22,进度：15/26节
5天小白淘宝客训练营【卓让联盟】,卓让教育,¥77.22,共6节
女士形象班VIP课程包,欧艾教育,¥5962.22,课程4
职场英语合集（职场英语+新概念英语一二册）,金伟博教育,¥5866.22,课程3
电商美工实战班-设计精选必学【腾讯课堂认证机构】,涵品教育,¥3662.22,共18节
名师系列课,卖盟学堂,¥662.22,课程7
【火焱社】淘宝运营之手淘首页新趋势精准标签引爆百万流量,大娃火焱社,¥77.22,共2节
社交人际沟通口才【高级班】：搭讪 演讲 说服 沟通 辩论 幽默,知味教育,¥8776.22,共19节
2019淘宝运营之0基础新手卖家必学的实操技巧,大娃火焱社,¥77.22,共2节
JavaVIP体验课-Dubbo源码分析【六星教育】,六星教育,¥5.22,共1节
CCNA直播课 Cisco思科认证网络工程师,SPOTO思博网络,¥877.22,共14节
软件测试职业规划/简历编写/真题讲解,松勤软件测试,¥2.23,共9节
【巨皇】拼多多新手开店教程拼多多店铺店铺DSR指标,巨皇教育,¥2.56,共1节
【NEXT学院】uni-app商业级应用实战 一次搞定小程序/安卓/iOS/H5,腾讯课堂NEXT学院,¥077.22,共18节
Redis突击训练之入门到超神【六星教育】,六星教育,¥577.22,进度：3/3节
小程序云开发上线你的AI拍照识花小程序,全栈开发者阿耿,¥77.22,课程2
【巨皇】拼多多新手开店教程拼多多店铺客服服务指标,巨皇教育,¥2.56,共1节
【精讲班】2020初级会计实务-以澜老师,菜子学院,¥376.22,共9节
【巨皇】拼多多新手开店拼多多店铺如何设置子账号,巨皇教育,¥2.16,共1节
PPT入门到超神全能设计班【BIGPPT高级精品课】,BIGD大梦想远程培训,¥366.22,共6节
【巨皇】拼多多店铺售后服务指标,巨皇教育,¥2.56,共1节
平面版式设计特战营,云艺帆教育,¥5122.22,共10节
【巨皇】拼多多新手开店教程拼多多店铺物流服务指标,巨皇教育,¥2.56,共1节
Proe/Creo产品设计-吹风机建模曲面全结构设计,云艺帆教育,¥7.72,共7节
【巨皇】拼多多新手开店教程拼多多店铺后台介绍,巨皇教育,¥5.62,共1节
【巨皇】拼多多店铺发布商品如何设置服务与承诺,巨皇教育,¥2.11,共1节
【巨皇】拼多多新手开店教程拼多多店铺经营如何对账,巨皇教育,¥2.52,共1节
2020软考-信息系统项目管理师-基础知识(上) 新版教程,小任老师,¥577.22,共33节
【巨皇】拼多多开店发布商品如何设置商品规格与库存,巨皇教育,¥2.11,共1节
UG NX1847零基础入门精通（草图/实体曲面建模/装配/工程图）,云艺帆教育,¥7.72,共10节
【巨皇】拼多多店铺发布商品如何填写商品基本信息2,巨皇教育,¥2.66,共1节
野马学院【印刷/版式设计】VIP高级实战课程,野马设计学院,¥3062.22,开设3个班级
【巨皇】拼多多店铺发布商品如何设置运费模板,巨皇教育,¥2.77,共1节
抖音快手 赠小课,网师学院,¥076.22,课程9
【巨皇】拼多多开店商品发布在哪里操作,巨皇教育,¥2.52,共1节
婚礼摄影：让照片记录独一无二的爱情故事,蜂鸟摄影微课堂,¥577.22,共7节
【巨皇】拼多多店铺发布商品如何填写商品基本信息,巨皇教育,¥2.99,共1节
【安装课】3Dmax室外建筑效果图建筑表现建筑设计渲染PS后期,云艺帆教育,¥5.22,共3节
【打卡入门课】素描基础/几何体/静物/美术/绘画/结构/透视,润木艺术,¥87.22,进度：10/10节
【巨皇】拼多多新手教程拼多多开店保证金如何设置,巨皇教育,¥2.29,共1节
3DMAX写实渲染实战班（VIP）13期年前就业精英班,云学贝教育,¥3522.22,随到随学
【巨皇】拼多多新手开店拼多多店铺如何设置店铺名,巨皇教育,¥2.29,共1节
电商设计手绘课程-0基础学手绘,巧匠课堂,¥3662.22,2020-2-24开讲
【巨皇】拼多多新手开店流程拼多多商家个人店铺入驻流程,巨皇教育,¥2.23,共1节
2020江西教师招聘学科（初中英语）专业知识精讲课程,江西高校教育文化发展有限公司,¥762.22,共56节
【巨皇】拼多多开店教程拼多多商家企业店铺入驻流程,巨皇教育,¥2.23,共1节
C/C++数据结构算法设计,六星教育,¥5.22,共9节
【巨皇】拼多多开店教程拼多多卖家如何选择入驻店铺类型,巨皇教育,¥2.23,共1节
原画人概念设计分析课,原画人在线学院,¥2.23,共1节
AE+PR动效短视频制作,51RGB在线教育,¥5107.22,课程3
会计上岗私塾班-40人小班教学,菜子学院,¥5377.22,共9节
C4D/UI/电商/平面/ 海报商业案例教学,云艺帆教育,¥7.72,共2节
2020二级建造师机电工程管理与实务教材精讲班【云峰网校】,云峰网校,¥022.22,进度：7/26节
模设计对模具CNC编程的重要性 以CNC编程角度讲解模具设计,云艺帆教育,¥7.72,共6节
2020年二级建造师二建公路全科班,教授伴学,¥882.22,课程11
【回放从目录的第2节开始】2019产品经理大会·上海站,起点学院,¥17.22,共17节
Zbrush零基础案例教程【云普集教育】,云普集游戏动漫学院,¥2.77,共10节
【钴京电商学院】VIP学习卡  京东运营排名提升爆款打造,陈来,¥8162.22,开设2个班级
Maya建模零基础教程【云普集教育】,云普集游戏动漫学院,¥2.77,共5节
电商美工实战,云艺帆教育,¥7.72,共1节
Python全栈+爬虫套餐,马哥教育,¥9162.22,课程2
Proe/Creo产品设计-手机保护套建模曲面全结构设计,云艺帆教育,¥7.72,共9节
软件成熟度模型,松勤软件测试,¥3.22,共1节
UI设计/图标设计/UI界面设计/UI动效每日临摹总监作业辅导,云艺帆教育,¥5.22,共1节
室内设计联盟 大话风水 系列课程  刘坤主讲,室内设计联盟,¥111.22,开设2个班级
2020恋词六级全程班,朱伟·韦林文化传播有限公司,¥577.22,共2节
2020涉税服务实务+税法（1）,菜子学院,¥5712.22,课程10
C4D零基础全面精通（入门+材质+渲染）,云艺帆教育,¥5.22,共10节
塑造高效学习力——2020高考数学精选核心集锦,晨露课堂,¥7.72,共6节
【齐论】91%的新手卖家不知道的电商盈利真相,齐论教育,¥2.77,共2节
【VIP-2年】付款链接  零基础教你如何开店实战,齐论跨境学院,¥8976.22,随到随学
【动画班】3dmax建筑动画/建筑漫游/生长动画/淘宝动画/ae/pr,云艺帆教育,¥5.22,共1节
【NEXT学院】Python从入门到实战·完整篇,腾讯课堂NEXT学院,¥3777.22,共81节
Solidworks2018零基础快速入门,云艺帆教育,¥5.22,共8节
sketchup2018草图大师快速入门,云艺帆教育,¥5.22,共16节
3DMAX室外高级建模/零基础学习/照片建模/异形建模,云艺帆教育,¥5.22,共1节
【VIP-2年】付款链接 新店新品的基础权重打包战略,齐论拼多多学院,¥9976.22,随到随学
3Dmax高级建模实战（空间、家具、软包、异型、楼梯）,云艺帆教育,¥5.22,共3节
2019年初级会计实务精讲班,菜子学院,¥576.22,共36节
CoreIDraw 2018 零基础到精通（平面设计师必学CDR软件）,云艺帆教育,¥5.22,共5节
Python全栈开发/爬虫/人工智能/机器学习/数据分析【七期就业班】,扣丁学堂,¥4362.22,共55节
CoreIDraw X8零基础到精通（平面设计师必学CDR软件）,云艺帆教育,¥5.22,共2节
BATJ面试班【图灵学院】,图灵学院,¥5762.22,共22节
室内效果图表现实战（3Dsmax、VR、材质、灯光、后期）,云艺帆教育,¥5.22,共2节
摄影后期人像高级班【维尼主讲】,嗨森课堂,¥8162.22,共14节
Solidworks机械零件钣金设计(展开折弯工程图装配动画仿真),云艺帆教育,¥5.22,共17节
千锋前端全栈HTML5零基础项目实战就业班,扣丁学堂,¥1622.22,随到随学
AI CC2018零基础到精通-平面设计/字体/LOGO必学Illustrator软件,云艺帆教育,¥5.22,共20节
【口语必备】英语基础短语搭配大全,Mark英语网校,¥566.22,共110节
Creo/Proe产品设计零基础入门到精通草图学习 图纸 图片建模开发,云艺帆教育,¥5.22,共12节
微信营销新版课程,荣誉云商学院,¥17.22,课程7
UG教程UG NX11.0零基础快速入门,云艺帆教育,¥5.22,共6节
"linux入门到精通大数据Hadoop,机器学习Flink/Spark/Storm_咕泡",咕泡教育,¥57.72,共5节
Creo6.0快速入门-草图-建模零基础全面精通,云艺帆教育,¥5.22,共17节
CAD2013零基础快速入门,云艺帆教育,¥5.22,共3节
Proe/Creo建模曲面100例-产品结构设计必备课程,云艺帆教育,¥5.22,共21节
CAD2016零基础快速入门,云艺帆教育,¥5.22,共4节
室内施工图深化设计（CAD、预算、材料、工艺、现场）,云艺帆教育,¥5.22,共1节
3dmax高级建模班（CAD、照片、异形、建筑、桥梁、工业、家具）,云艺帆教育,¥5.22,共2节
